produto_filial_id;filial_id;produto_id;dt_inicio;valor;valor_cnpj;valor_compra;ranking
514077;96;286199;2021-05-13 14:07:45;119.00;119.00;;1
514887;96;328193;2021-05-11 09:52:12;90.00;90.00;;1
515435;96;368268;2021-05-11 18:26:53;61.00;61.00;;1
515507;96;369593;2021-05-10 15:36:08;187.00;187.00;98.35;1
515621;96;369803;2021-02-19 15:24:53.219081;115.20;115.20;;1
515895;96;370558;2021-05-13 14:56:52;1629.00;1629.00;;1
516155;8;374816;2021-02-12 11:39:10.858572;315.00;315.00;;1
516158;8;374817;2021-02-12 11:47:49.634051;1399.00;1399.00;;1
516161;8;374818;2021-05-07 15:14:31.560785;359.00;359.00;;1
516166;8;370537;2021-02-12 15:12:30;467.00;467.00;;1
516168;8;370539;2021-02-12 15:16:45;467.00;467.00;;1
516170;8;374826;2021-02-16 09:19:01.144611;429.22;429.22;225.91;1
516181;8;374831;2021-02-18 09:13:15.155016;304.00;304.00;160.00;1
516185;8;374833;2021-02-18 10:39:28.093542;228.00;228.00;120.00;1
516241;96;231733;2021-04-05 17:16:51.981594;1654.20;1654.20;;1
516273;96;283179;2021-05-11 08:44:45;199.00;199.00;;1
516461;96;369821;2021-04-19 14:30:43.97632;125.00;125.00;;1
516495;96;370575;2021-05-10 19:20:21;499.00;499.00;;1
516707;95;368268;2021-05-11 18:26:53;61.00;61.00;;1
516721;94;15728;2021-03-31 15:39:15.377226;539.49;539.49;283.94;1
516723;94;6704;2021-03-31 15:39:15.377226;111.59;111.59;39.84;1
516725;94;314101;2021-03-31 15:39:15.377226;92.59;92.59;47.48;1
516727;94;319715;2021-03-31 15:39:15.377226;505.07;505.07;265.82;1
516729;94;319714;2021-03-31 15:39:15.377226;505.07;505.07;265.82;1
516739;94;245685;2021-03-31 15:39:15.377226;132.83;132.83;69.91;1
516741;94;245505;2021-03-31 15:39:15.377226;244.53;244.53;132.18;1
516743;94;245500;2021-03-31 15:39:15.377226;296.34;296.34;155.97;1
516755;94;374732;2021-03-31 15:39:15.377226;108.85;108.85;55.82;1
516757;94;374733;2021-03-31 15:39:15.377226;108.85;108.85;55.82;1
517286;8;280532;2021-02-19 10:40:32.415617;235.00;235.00;;1
522800;8;286713;2021-04-13 11:06:17.375876;288.89;288.89;152.05;1
522808;8;377849;2021-02-22 12:21:57.387922;419.00;419.00;;1
522814;8;377851;2021-02-22 12:35:45.740443;419.00;419.00;;1
522820;8;285356;2021-02-22 15:22:11.536239;95.00;95.00;;1
522823;8;285355;2021-02-22 15:25:39.935465;95.00;95.00;;1
522826;8;377854;2021-02-22 15:38:16.065903;185.00;185.00;;1
522851;8;242218;2021-03-19 11:55:56.717339;815.00;815.00;435.00;1
522854;8;326015;2021-02-23 15:12:53.222499;65.00;65.00;;1
522857;8;306781;2021-02-23 15:13:53.323192;65.00;65.00;;1
522860;8;306780;2021-02-23 15:24:51.485729;65.00;65.00;;1
522863;8;330829;2021-02-23 15:26:20.295338;65.00;65.00;;1
525448;96;44063;2021-05-10 16:40:16;38.00;38.00;;1
526328;94;355108;2021-03-31 15:39:15.377226;1396.69;1396.69;759.07;1
526330;94;362279;2021-03-31 15:39:15.377226;1057.09;1057.09;571.40;1
526332;94;362258;2021-03-31 15:39:15.377226;1097.68;1097.68;593.34;1
526338;94;374771;2021-03-31 15:39:15.377226;1006.40;1006.40;544.00;1
526340;94;374772;2021-03-31 15:39:15.377226;1006.40;1006.40;544.00;1
526599;8;379375;2021-02-25 12:26:00.466178;439.00;439.00;;1
526602;8;379376;2021-02-25 12:29:20.297662;439.00;439.00;;1
526605;8;231862;2021-02-25 12:33:38.327665;259.00;259.00;;1
526608;8;231861;2021-02-25 12:38:45.782533;259.00;259.00;;1
526611;8;275267;2021-02-25 12:51:51.920483;159.00;159.00;;1
526614;8;379377;2021-02-25 12:58:36.753755;439.00;439.00;;1
526629;8;276736;2021-02-25 15:11:02.718876;225.00;225.00;;1
526632;8;275266;2021-02-25 15:19:23.744385;165.00;165.00;;1
526635;8;318167;2021-02-25 15:23:35.493053;165.00;165.00;;1
526641;8;329564;2021-05-07 09:57:42.241429;3600.00;3600.00;;1
526644;8;379378;2021-02-25 16:05:47.136093;325.00;325.00;;1
526647;8;379379;2021-02-25 16:08:24.416782;325.00;325.00;;1
526653;8;292064;2021-03-23 15:17:56;757.35;;185.00;1
526656;8;304677;2021-03-01 18:27:48.625542;459.00;459.00;;1
526659;8;379382;2021-04-05 10:11:29.081259;531.00;531.00;;1
526662;8;379383;2021-02-26 08:52:06.494235;418.00;418.00;220.00;1
526682;8;325249;2021-03-15 15:11:39.023649;612.00;612.00;;1
526861;96;287905;2021-05-10 15:21:07;1549.00;1549.00;;1
527335;95;348311;2021-05-04 11:04:27.98233;125.00;125.00;;1
527385;94;28659;2021-03-31 15:39:15.377226;152.17;152.17;80.09;1
527387;94;30632;2021-03-31 15:39:15.377226;152.23;152.23;80.12;1
527389;94;30724;2021-03-31 15:39:15.377226;164.16;164.16;86.40;1
527391;94;31221;2021-03-31 15:39:15.377226;76.19;76.19;34.63;1
527393;94;41626;2021-03-31 15:39:15.377226;67.30;67.30;30.59;1
527395;94;313254;2021-03-31 15:39:15.377226;10.00;10.00;1.61;1
527397;94;361142;2021-03-31 15:39:15.377226;226.25;226.25;119.08;1
527399;94;344948;2021-03-31 15:39:15.377226;453.07;453.07;238.46;1
527401;94;344947;2021-03-31 15:39:15.377226;453.07;453.07;238.46;1
527403;94;312446;2021-03-31 15:39:15.377226;10.00;10.00;0.21;1
527405;94;295029;2021-03-31 15:39:15.377226;15.00;15.00;3.61;1
527407;94;285049;2021-03-31 15:39:15.377226;169.00;169.00;93.00;1
527409;94;230299;2021-03-31 15:39:15.377226;209.04;209.04;110.02;1
527411;94;29094;2021-03-31 15:39:15.377226;190.51;190.51;100.27;1
527415;94;371414;2021-03-31 15:39:15.377226;10.00;10.00;0.10;1
527417;94;372735;2021-03-31 15:39:15.377226;34.95;34.95;13.98;1
527495;96;285625;2021-05-11 12:04:23;89.99;89.99;;1
527533;8;379396;2021-03-03 08:44:50.879341;2669.00;2669.00;1475.87;1
527607;8;379397;2021-04-08 12:06:11;289.00;;155.00;1
527687;8;309994;2021-03-03 17:24:49.441714;485.00;485.00;;1
527818;94;379399;2021-03-31 15:39:15.377226;5220.00;5220.00;2900.00;1
527844;96;252782;2021-05-10 10:48:13;199.99;199.99;;1
527892;8;379401;2021-03-05 08:36:09.916689;1241.35;1241.35;671.49;1
530356;96;234316;2021-05-13 10:22:09;135.00;135.00;;1
530384;96;42962;2021-03-18 16:27:12.783099;95.00;95.00;50.00;1
530669;94;41197;2021-03-31 15:39:15.377226;48.13;48.13;19.25;1
530671;94;41515;2021-03-31 15:39:15.377226;144.55;144.55;38.04;1
530673;94;231701;2021-03-31 15:39:15.377226;55.00;55.00;;1
530679;94;344477;2021-03-31 15:39:15.377226;118.80;118.80;;1
530681;94;363355;2021-03-31 15:39:15.377226;80.89;80.89;38.52;1
530683;94;354913;2021-03-31 15:39:15.377226;116.04;116.04;59.51;1
530685;94;6547;2021-03-31 15:39:15.377226;164.88;164.88;68.34;1
530687;94;6548;2021-03-31 15:39:15.377226;164.88;164.88;68.34;1
530689;94;58072;2021-03-31 15:39:15.377226;160.55;160.55;;1
530691;94;222568;2021-03-31 15:39:15.377226;24.99;24.99;;1
530693;94;311293;2021-03-31 15:39:15.377226;25.08;25.08;3.87;1
530695;94;280616;2021-03-31 15:39:15.377226;729.90;729.90;297.93;1
530736;94;238131;2021-03-31 15:39:15.377226;689.00;689.00;;1
530738;8;380565;2021-03-09 12:33:07.037482;389.00;389.00;;1
530756;8;380567;2021-03-09 13:45:26.793936;579.00;579.00;200.00;1
530792;8;380569;2021-04-08 12:10:01;289.00;;155.00;1
530795;8;380570;2021-04-08 12:12:36;289.00;;155.00;1
530798;8;380571;2021-04-08 12:13:29;286.75;;155.00;1
530916;8;380575;2021-03-10 10:09:59.703806;380.00;380.00;200.00;1
530957;94;234297;2021-03-31 15:39:15.377226;789.00;789.00;;1
531000;96;252787;2021-05-10 10:58:16;180.00;180.00;;1
531048;8;380578;2021-03-10 17:48:19.755852;149.99;149.99;;1
531059;94;12666;2021-03-31 15:39:15.377226;704.49;704.49;374.73;1
531073;94;14879;2021-03-31 15:39:15.377226;316.08;316.08;166.36;1
531075;94;313566;2021-03-31 15:39:15.377226;483.91;483.91;254.69;1
531077;94;230069;2021-03-31 15:39:15.377226;310.95;310.95;163.66;1
531115;94;44091;2021-03-31 15:39:15.377226;116.94;116.94;59.97;1
531117;94;55892;2021-03-31 15:39:15.377226;116.94;116.94;59.97;1
531235;8;326995;2021-03-11 16:18:36.537739;55.00;55.00;;1
531367;8;359026;2021-03-12 11:46:31.078682;145.00;145.00;;1
531470;8;380592;2021-03-16 14:25:02.202507;219.99;219.99;;1
531485;8;380593;2021-03-12 16:58:26.868836;343.00;343.00;;1
531576;8;253043;2021-03-15 10:54:55.216295;215.00;215.00;;1
531727;8;380595;2021-03-15 17:05:28.017588;437.00;;230.00;1
531927;8;380596;2021-03-17 14:24:04.523324;113.39;113.39;34.89;1
531933;8;380597;2021-03-17 14:26:48.847708;101.69;101.69;31.29;1
531937;8;380598;2021-03-17 14:27:23.062854;117.09;117.09;36.03;1
531939;8;380599;2021-03-17 14:28:30.273085;116.61;116.61;35.88;1
531943;8;380600;2021-03-17 14:29:41.21026;110.43;110.43;33.98;1
531945;8;283581;2021-03-16 14:21:15.279359;142.99;142.99;;1
531969;8;375007;2021-03-16 14:27:57.623082;199.99;199.99;;1
531988;8;276283;2021-03-16 15:15:07.10963;199.99;199.99;;1
531991;8;380601;2021-03-17 14:30:37.678093;125.93;125.93;38.75;1
531995;8;380602;2021-03-17 14:31:09.088319;145.56;145.56;44.79;1
531997;8;380603;2021-03-17 14:31:40.096204;134.16;134.16;41.28;1
531999;8;380604;2021-03-17 14:32:22.969424;115.83;115.83;35.64;1
532017;8;380605;2021-03-17 14:32:53.74853;91.65;91.65;28.20;1
532019;8;380606;2021-03-17 14:33:29.063371;90.83;90.83;27.95;1
532021;8;380607;2021-03-17 14:33:54.435081;112.71;112.71;34.68;1
532031;8;380608;2021-03-17 14:34:21.529998;135.03;135.03;41.55;1
532036;8;380610;2021-03-17 14:34:50.284432;160.55;160.55;49.40;1
532038;8;380611;2021-03-17 14:35:17.629811;111.60;111.60;34.34;1
532062;8;380612;2021-03-17 14:36:24.321783;125.90;129.90;38.74;1
532074;94;280989;2021-03-31 15:39:15.377226;1834.92;1834.92;;1
532076;8;366921;2021-03-16 16:45:19.325637;195.00;195.00;;1
532079;8;380613;2021-03-17 14:36:56.320728;243.91;243.91;75.05;1
532097;8;380614;2021-03-17 14:37:32.526352;93.86;93.86;27.88;1
532099;8;375005;2021-03-16 17:08:05.017662;195.00;195.00;;1
532102;8;380615;2021-03-17 14:38:02.013008;75.49;75.49;23.23;1
532144;8;380616;2021-03-17 14:38:31.883087;96.10;96.10;29.57;1
532150;8;380617;2021-03-17 15:41:33.959688;493.31;493.31;151.79;1
532152;8;380618;2021-03-17 15:42:22.030354;534.17;534.17;164.36;1
532176;8;380619;2021-03-17 15:42:50.470758;128.60;128.60;39.57;1
